tx	gene_id	d3_fw_1	d3_fw_2	d3_fw_3	d3_hw_1	d3_hw_2	d3_hw_3	d6_fw_1	d6_fw_2	d6_fw_3	d6_hw_1	d6_hw_2	d6_hw_3
HMEL005524g1.t1	HMEL005524g1	0	0	0	0	0	0	1	1	1	3	0	0
HMEL005520g1.t1	HMEL005520g1	256	307	262	262	362	279	57	109	56	97.427	112	166.395
HMEL005518g1.t1	HMEL005518g1	0	0	0	2	0	0	0	1	0	1	14	7
HMEL005515g1.t1	HMEL005515g1	59	30	32	66	34	11	7	9	2	8	32	27
HMEL032487g1.t1	HMEL032487g1	1	0	3	2	0	1	0	4	4.807	8	10.66	10
HMEL015566g1.t1	HMEL015566g1	251	446	20	269	350	27	6	36	11	5	31	66
HMEL032484g1.t1	HMEL032484g1	20	54	6	33	40	2	4	11	3	8	2	8
HMEL032481g1.t1	HMEL032481g1	6	15	2	12	10	7	0	0	0	3	6	4
HMEL032480g1.t1	HMEL032480g1	704	466	37	802	889	27	204	16	192	479	227	16
HMEL006002g1.t1	HMEL006002g1	73	15	27	159	12	38	6	5	1	11	15	28
HMEL017960g1.t1	HMEL017960g1	132	88	115	137	87	120	18	46	14	64	40	74
HMEL017961g1.t1	HMEL017961g1	4	5	16	2	4	9	1	5	4	7	0	13
HMEL032478g1.t2	HMEL032478g1	0	0	0	0	0	0	1	0	0	0	0	0
HMEL032478g1.t3	HMEL032478g1	0	0	0	0	0	0	0	0	0	0	23	0
HMEL032478g1.t1	HMEL032478g1	3	3	3	7	5	3	0	1	2	5	0	9
HMEL032477g1.t1	HMEL032477g1	3	0	0	1	3	3	0	0	0	0	3	1
HMEL017308g1.t1	HMEL017308g1	2093	1321	441	2362	1271	510	243	341	243	603	229	403
HMEL002709g1.t1	HMEL002709g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL032474g1.t1	HMEL032474g1	3905	1339	1401	6764	2074	1607	280	9	456	658	336	25
HMEL032473g1.t1	HMEL032473g1	5100	6793	56	7628	7507	34	101	11	63	184	261	39
HMEL032471g1.t1	HMEL032471g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL009576g1.t1	HMEL009576g1	27	17	7	55	17	21	3	9	10	6.995	2	6
HMEL009577g1.t1	HMEL009577g1	22	9	11	14	18	13	5	4	3	12	2	10
HMEL032469g1.t1	HMEL032469g1	0	0	0	0	0	1	1	4	0	1	0	2
HMEL021617g1.t1	HMEL021617g1	0	0	0	0	0	0	0	0	0	3	2	1
HMEL005631g1.t1	HMEL005631g1	1	4	0	2	0	0	1	1	0	4	3	0
HMEL032467g1.t1	HMEL032467g1	341	233	78	346	263	82	50	136	57	165	71	268
HMEL032463g1.t1	HMEL032463g1	39	23	513	24	28	503	22	4	32	27	53	22
HMEL032461g1.t1	HMEL032461g1	3	12	8	8	8	8	5	4	3	9	12	16
HMEL032460g1.t1	HMEL032460g1	0	0	0	0	1	0	0	0	0	0	0	0
HMEL032452g1.t1	HMEL032452g1	40	13	12	26	18	4	5	8	4	9	4	3
HMEL032450g1.t1	HMEL032450g1	167	138	160	151	141	194	45	42	47	135	135	95
HMEL003392g1.t1	HMEL003392g1	50144	50429	29502	74618	36801	27048	9944	66228	5388	12386	23201	98155.727
HMEL032448g1.t1	HMEL032448g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL032447g1.t1	HMEL032447g1	0	0	0	0	0	0	0	0	0	0	0	1
HMEL021089g1.t1	HMEL021089g1	1	0	0	1	0	1	0	0	1	9	11	4
HMEL032425g1.t1	HMEL032425g1	267	221	112	314	203.001	184	25	48	35	116	65	81
HMEL013987g1.t1	HMEL013987g1	191.111	53.075	33.87	188.917	43.086	28.714	17.508	77.998	17.843	29.992	35.5	236.188
HMEL013987g1.t2	HMEL013987g1	19.889	10.925	1.13	20.083	5.914	2.286	2.492	5.002	1.157	8.008	2.5	8.812
HMEL011982g1.t1	HMEL011982g1	12	8	12	21	5	8	3	5	4	15	1	11
HMEL032418g1.t1	HMEL032418g1	64	5	1	124	2	1	5	16	9	19	10	10
HMEL013627g3.t1	HMEL013627g3	2.136	2.273	5	8.882	0	3.68	0	0	0	0	1.022	3.986
HMEL007085g1.t1	HMEL007085g1	0	0	0	0	0	0	0	1	2	0	7	2
HMEL017655g1.t1	HMEL017655g1	373	317	384	392	347	364	109	56	102	184	416	111
HMEL017653g1.t1	HMEL017653g1	618	831	537	884	860	478	121	91	91	85	236	199
HMEL017653g3.t1	HMEL017653g3	169	156	150	228	186	188	92	29.99	55	106	63	66
HMEL032539g1.t1	HMEL032539g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL012775g1.t1	HMEL012775g1	235	316	206	321	376	145	27	40	16	26	57	56
HMEL032542g1.t1	HMEL032542g1	0	0	1	0	0	0	1	2	7	1	4	5
HMEL021572g1.t1	HMEL021572g1	10	6	5	13	6	2	4	2	6	6	6	10
HMEL021571g1.t1	HMEL021571g1	628	359	186	574	409	206	65	106	93	190	124	165
HMEL011945g1.t1	HMEL011945g1	0	0	0	0	0	0	0	0	0	3	5	1
HMEL032547g1.t1	HMEL032547g1	131	73	57	203	75	73	25	101	30	89	48	123
HMEL007754g1.t1	HMEL007754g1	7	3	2	8	11	0	1	0	1	3	7	8
HMEL007753g1.t1	HMEL007753g1	338	246	130	418	248	130	25	83	31	69	61	147
HMEL021200g1.t1	HMEL021200g1	4	1	1	4	1	0	0	0	0	0	0	0
HMEL032577g1.t1	HMEL032577g1	0	0	2	0	0	2	0	10	0	0	0	40
HMEL032577g1.t2	HMEL032577g1	10	11	0	13	11	0	2	0	6	8	40	0
HMEL032550g1.t1	HMEL032550g1	1	3	31	3	18	20	2	5	4	6	7	13
HMEL020782g1.t1	HMEL020782g1	3	4	2	4	2	4	1	5	1	7	8	7
HMEL032551g1.t1	HMEL032551g1	973	886	470	1232	768	430	80	65	79	210	145	150
HMEL032567g1.t1	HMEL032567g1	0	0	0	0	0	0	0	0	0	1	0	0
HMEL020940g1.t1	HMEL020940g1	0	1	0	1	0	0	0	1	2	22.979	26	6.01
HMEL005607g1.t1	HMEL005607g1	0	0	0	0	0	0	2	0	1	16	1	6
HMEL032570g1.t1	HMEL032570g1	2	1	0	0	1	3	2	5	4	10.07	27.003	14
HMEL005529g1.t1	HMEL005529g1	0	0	6	0	0	7	5	25	10	14	27	38
HmIR75p1_1.mrna	HmIR75p1_1	0	0	0	0	0	0	0	0	0	0	2	0
HMEL011553g3.t1	HMEL011553g3	27.571	114.248	64.483	43.372	269.357	35.31	14.804	12.967	7.346	8.288	28.223	15.392
HMEL021477g1.t1	HMEL021477g1	0	0	0	0	0	1	0	0	0	1	6	0
HMEL032593g1.t1	HMEL032593g1	1	4	94	6	18	105	339	4792	191	445	1219	11767
HMEL015624g1.t1	HMEL015624g1	7.895	1.291	15.778	26.666	0	16.101	0	6.159	1.419	0	2.377	7.395
HMEL014606g1.t1	HMEL014606g1	1262	1192	468	1621	1001	379	145	316	181	529	372	582
HMEL032603g1.t1	HMEL032603g1	0	0	0	1	0	0	1	0	1	6	4	0
HMEL032607g1.t1	HMEL032607g1	1	0	2	1	1	0	0	0	1	7	6	1
HMEL032608g1.t1	HMEL032608g1	0	0	0	0	0	0	0	1	0	0	6	0
HMEL014610g1.t1	HMEL014610g1	0	0	0	0	0	0	1	0	1	0	0	0
HMEL014615g1.t1	HMEL014615g1	234.513	146	53	292	110	72	23	57	25	50	30	51
HMEL014618g1.t1	HMEL014618g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL014618g1.t3	HMEL014618g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL014618g1.t2	HMEL014618g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL032610g1.t1	HMEL032610g1	13	19	8	17	13	6	0	1	1	3	2	14
HMEL030578g1.t1	HMEL030578g1	0	0	0	0	0	0	0	0	0	0	0	0
HmelGSTe7.mrna	HmelGSTe7	0	0	0	0	0	0	0	0	0	0	0	0
HMEL016343g1.t1	HMEL016343g1	464	300	322	446	292	285	36	102	64	119	115	159
HMEL016337g3.t1	HMEL016337g3	30	19	91	65	15	74	34	13	28	58.004	107	30
HMEL016337g4.t1	HMEL016337g4	0	0	0	0	0	0	0	1	0	1	1	0
HMEL016336g1.t1	HMEL016336g1	305	222	177	513	314	178	50	32	38	58	124	85
HMEL032630g1.t1	HMEL032630g1	0	5	0	6	2.061	3	0	3	0	1	4	3.599
HMEL016109g1.t1	HMEL016109g1	51	46	35	66	50	126	2703	3	2193	3233	2814	4
HMEL032278g1.t1	HMEL032278g1	4.664	0	0	3.969	2.654	0	0	4	0	0	7.083	0
HMEL004625-RA	HMEL004625-RA	0	0	0	0	0	0	3	2	2	1	10	0
HMEL004628g2.t1	HMEL004628g2	0	0	2	1	1	2	5	5	5	19	8.633	9.13
HMEL009246g1.t1	HMEL009246g1	0	0	0	0	0	0	1	0	1	17	12	2
HMEL009243g2.t1	HMEL009243g2	453	454	316	525	387	241.994	127	456	101.966	168.922	568.917	912
HMEL005753g2.t1	HMEL005753g2	277	197	256	256	163	276	57	85	91	183	93	184
HMEL037838g1.t1	HMEL037838g1	0	0	0	0	0	0	0	0	0	0	2	0
HMEL037835g1.t1	HMEL037835g1	0	0	0	0	0	0	1	0	1	1	12	5
HMEL037834g1.t1	HMEL037834g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL037834g1.t2	HMEL037834g1	0	2	0	0.5	1	0	0	0	0	0	0	6
HMEL037834g1.t3	HMEL037834g1	4	0	0	0.5	0	0	0	0	0	0	0	0
HmIR87a_1.mrna	HmIR87a_1	0	0	0	0	0	0	0	5	1	3	17	4
HMEL011773g1.t1	HMEL011773g1	12	10	7	26	15	2	0	1	0	1	2	4
HMEL037799g1.t1	HMEL037799g1	0	0	0	0	0	0	0	0	0	1	12	0
HMEL037842g1.t1	HMEL037842g1	207	233	210	317	291	211	53	104	68	193	55	119
HMEL012076g1.t1	HMEL012076g1	10	6	7	12	3	10	0	3	0	1	0	2
HMEL006004g1.t1	HMEL006004g1	38	12	7	37	10	1	5	5	3	3	30	14
HMEL021513g1.t1	HMEL021513g1	0	1	3	0	0	0	5	0	26	21	0	0
HMEL021513g1.t2	HMEL021513g1	0	0	0	0	0	0	0	9	0	0	0	0
HMEL021513g1.t3	HMEL021513g1	5	0	0	0	2	0	0	0	0	0	38	57
HMEL004693g1.t1	HMEL004693g1	273	114	80	227	74	75	60	60	28	50	67.81	68.114
HMEL013037g3.t1	HMEL013037g3	0	0	0	0	0	0	0	0	0	1	0	0
HMEL034207g1.t1	HMEL034207g1	1.024	0	3.21	10.186	4.484	0	3.189	1.846	0	1.749	0	5.138
HMEL031518g1.t1	HMEL031518g1	0	3.126	0	0	0	1.102	0	0	0	0	0	0
HMEL037857g1.t1	HMEL037857g1	0	0	0	0	0	0	0	0	2	0	4	0
HMEL037856g1.t1	HMEL037856g1	0	0	1	0	2	1	1	3	2	4	11	7
HMEL009161g1.t1	HMEL009161g1	678.999	573.438	386.977	855.35	508.957	227.17	105.378	244	0	122.512	304.73	218.564
HMEL009161g1.t2	HMEL009161g1	658.001	552.562	220.023	861.65	502.043	206.83	90.622	0	164	127.488	159.27	172.436
HMEL009162g1.t3	HMEL009162g1	12	3	7.812	7	5.94	3.502	6.115	0	5.049	16.812	5.269	16.263
HMEL009162g1.t2	HMEL009162g1	0	0	3.188	0	5.06	1.498	8.886	11.003	10.964	16.19	27.731	4.541
HMEL009162g1.t1	HMEL009162g1	3	1	0	5	0	0	0	0	0	0	0	4.196
HMEL008593g1.t3	HMEL008593g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL008593g1.t1	HMEL008593g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL008593g1.t2	HMEL008593g1	0	0	0	0	0	0	0	2	0	1	0	4.564
HMEL037849g1.t1	HMEL037849g1	4	3	1	9	7	2	0	5	4	8	3	6
HMEL037873g1.t1	HMEL037873g1	10527	13851	9530	17263	16183	9215	4254	2924	2791	7900	5791	3588
HMEL037875g1.t1	HMEL037875g1	1000	1198	928	1885	1306	834	238	366	152	271	375	550
HMEL002765g2.t1	HMEL002765g2	0	0	0	0	0	0	0	2	0	4	0	0
HMEL017728g1.t1	HMEL017728g1	406.866	1143.579	94.587	768.847	1163.904	67.927	97.68	30.462	32.939	69.061	120.349	88.404
HMEL006975g1.t1	HMEL006975g1	0	0	0	0	0	0	0	0	0	0	6	0
HMEL035467g1.t1	HMEL035467g1	0	0	0	0	0	0	0	1	1	1	7	1
HMEL037881g1.t3	HMEL037881g1	75.34	36.093	50.739	0	0	0	17.274	0	0	0	0	0
HMEL037881g1.t1	HMEL037881g1	233.235	0	67.261	224.918	0	46.922	13.726	182.934	0	0	67	151.581
HMEL037881g1.t2	HMEL037881g1	144.425	72.907	0	205.082	94	47.078	0	41.066	26	64	0	300.419
HMEL037882g1.t1	HMEL037882g1	807	820	415	952	843	418	62	67	85	199	81	124
HMEL037883g1.t1	HMEL037883g1	296	263	160	358	290	147	33	42	33	93	44	54
HMEL037886g1.t1	HMEL037886g1	9	29	12	37	14	21	5	2	0	3	10	16
HMEL036758g1.t1	HMEL036758g1	2.582	0	7.367	9.938	3.942	7.449	1.166	5.703	1	1.196	1.471	0
HMEL037890g1.t1	HMEL037890g1	131	113	89	184	95	72	22	28	21	34	27	40
HMEL016934g2.t1	HMEL016934g2	107	66	45	156	75	39	26	52	31	63	71	117
HMEL016934g1.t1	HMEL016934g1	0	0	0	0	0	0	1	1	2	4	16	5
HMEL016934g3.t1	HMEL016934g3	775	848	795	1094	960	869	116	183	97	208	222	277
HMEL036260g1.t1	HMEL036260g1	47.039	50.609	24.998	101.305	42.227	30.834	6.485	8.548	5.073	0	14.739	13.547
HMEL037898g1.t1	HMEL037898g1	0	0	0	0	0	0	0	0	2	1	5	4
HMEL037900g1.t1	HMEL037900g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL037899g1.t1	HMEL037899g1	0	0	0	0	0	0	0	0	0	0	2	0
HMEL037901g1.t1	HMEL037901g1	0	0	0	1	0	0	1	0	0	0	0	0
HMEL037903g1.t1	HMEL037903g1	0	0	0	0	0	0	0	1	1	11	13	6
HMEL013965g1.t1	HMEL013965g1	112	79	73	132	99	72	27	42	16	40	86	72.722
HMEL010223g1.t1	HMEL010223g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL009964g1.t1	HMEL009964g1	42	52	60.747	66	67	52.638	33.344	29.119	19.991	44	71	101
HMEL009962g1.t1	HMEL009962g1	23	19	15	25	11	6	3	12	3	10	4	13
HMEL009961g1.t1	HMEL009961g1	6	3	2	12	4	0	5	2	1	8	1	8
HMEL037914g1.t1	HMEL037914g1	1	0	1	0	2	0	0	3	1	1	1	2
HMEL022063g1.t1	HMEL022063g1	76	35	79	89	39	64	10	31	9	35	17	37
HMEL037917g1.t1	HMEL037917g1	2	6	9	11	2	8	19	20.999	23.999	21	31	16.967
HMEL017967g1.t1	HMEL017967g1	0	1	0	1	0	1	2	7	5	26	35	11
HMEL037922g1.t1	HMEL037922g1	46	22	20	37	46	10	29	14	20	38	43	23
HMEL037923g1.t1	HMEL037923g1	1183	1159	452	1131	1162	392	381	633	238	298.967	928	1001
HMEL037925g1.t1	HMEL037925g1	0	0	0	0	0	0	0	0	0	3	1	0
HMEL037926g1.t1	HMEL037926g1	134	125	47	124	97	47	112	94	130	137	97	133
HMEL002509g1.t1	HMEL002509g1	18	12	3	25	12	9	0	2	1	10	0	3
HMEL009112g1.t1	HMEL009112g1	34	26	8	44	20	4	4	16	3	4	4	5
HMEL009110-RA	HMEL009110-RA	3	3	3	6	6	3	14	2	5	13	11	6
HMEL009108g1.t1	HMEL009108g1	240.671	241.543	209.285	316.62	336.084	209.231	149.986	224.663	143.432	250.089	382.566	218.222
HMEL009108g1.t2	HMEL009108g1	229.329	256.457	218.715	312.38	325.916	248.769	140.014	72.337	151.568	276.537	389.434	200.778
HMEL037940g1.t1	HMEL037940g1	0	0	0	0	0	0	0	0	0	0	2	0
HMEL037941g1.t1	HMEL037941g1	1	3	0	3	0	0	1	10	0	11	21	6
HMEL009106-RA	HMEL009106-RA	409	392	478	709	403	545	152	270	126	217	290	407
HMEL037943g1.t1	HMEL037943g1	2	8	5	7	9	11	2	6	2	6	13	7
HMEL005691g1.t3	HMEL005691g1	0	0	5.117	0	0	0	0	0	9.773	6.978	6.204	27.239
HMEL005691g1.t1	HMEL005691g1	1606.533	1453.931	718.531	2615.764	1593.71	585.307	265.553	477.509	103.583	112.529	507.044	565.776
HMEL005691g1.t2	HMEL005691g1	1032.467	726.069	344.352	1241.236	670.29	377.693	95.447	150.491	52.645	52.494	273.753	431.044
HMEL037951g1.t1	HMEL037951g1	359	385	364	567	427	319	55	103	54	72	131	122
HMEL037952g1.t1	HMEL037952g1	59	36	24	34	35	17	8	13	7	4	13	39
HMEL007631g2.t1	HMEL007631g2	581	346	293	553	403	263	29	82	53	120	92	148
HMEL038023g1.t1	HMEL038023g1	22.687	0	0	40.976	0	28.645	0	74	0	0	68.16	0
HMEL038023g1.t2	HMEL038023g1	0	37.817	47.34	0	18.018	0	31.604	0	14.542	27.032	0	111
HMEL038023g1.t3	HMEL038023g1	928.313	726.183	256.66	1294.024	712.982	223.355	15.396	0	26.458	12.968	93.84	0
HMEL038025g1.t1	HMEL038025g1	364	226	24	388	79	16	30	28	5.087	19.994	79	30
HMEL038027g1.t1	HMEL038027g1	1	1	1	1	0	0	0	1	0	0	4	3
HMEL022592-RA	HMEL022592-RA	8	2	0	1	3	5	0	2	0	2	3	5
HmelUGT47A4.mrna	HmelUGT47A4	0	0	0	0	0	0	0	0	0	0	0	0
HMEL009903g1.t1	HMEL009903g1	362	336	292	432	392	338	92	163	150	255	139	245
HMEL038030g1.t1	HMEL038030g1	104	47	32	86	65	32	46	72	50	373	26	46
HMEL021611g1.t1	HMEL021611g1	71	52	7	71	46	11	5	2	10	19	11	20
HMEL038060g1.t1	HMEL038060g1	566	659	707	748	687	597	157	515	132.827	311	282	667
HMEL002371g1.t1	HMEL002371g1	1	1	0	0	0	1	2	0	0	4	0	3
HMEL037997g1.t1	HMEL037997g1	0	0	0	0	0	0	0	0	3	2	2	2
HMEL002366g1.t1	HMEL002366g1	1	0	0	0	1	0	3	5	2	3	52	13
HMEL002366g2.t1	HMEL002366g2	0	0	0	1	0	0	0	0	2	0	1	0
HMEL002366g3.t1	HMEL002366g3	0	0	0	0	0	0	0	1	0	0	0	0
HMEL002366g4.t1	HMEL002366g4	70	160	62	161	162	37	19	17	8	43	54	38
HMEL037998g1.t1	HMEL037998g1	28	53	11	45	39	21	6	5	1	4	5	10
HMEL005290g1.t2	HMEL005290g1	1322.133	1545	1025	1853.693	1613.933	927	245	318.935	171	324	461	484
HMEL005290g1.t1	HMEL005290g1	25.867	0	0	75.307	28.067	0	0	28.065	0	0	0	0
HMEL038004g1.t1	HMEL038004g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL004636g1.t1	HMEL004636g1	0	0	0	2	0	0	0	0	0	0	5	2
HMEL038056g1.t1	HMEL038056g1	624	526	560	643	435	636	35	127	50	98	112	194
HMEL038057g1.t1	HMEL038057g1	85	86	106	140	97	103	14	25	4	11	10	41
HMEL004124g1.t1	HMEL004124g1	151	105	45	178	74	57	16	11	8	12	41	22
HMEL036282g1.t1	HMEL036282g1	0	0	6.858	2	0	7.905	0	0	0	0	0	2.404
HMEL021483g1.t1	HMEL021483g1	876	761	690	1200	708	687	80	198	114	245	263	362
HMEL016476g2.t1	HMEL016476g2	22	9	8	24	13	2	0	5	4	6	12	10.028
HMEL016476g1.t1	HMEL016476g1	1.53	0	0	0	0	0	0	0	0	0	0	0
HMEL016476g1.t2	HMEL016476g1	2.47	10	1	16	7	0	3	13	2	2	16	12
HMEL037967g1.t1	HMEL037967g1	0	0	0	1	0	0	1	2	3	4	9	9
HMEL021682g1.t1	HMEL021682g1	14	48	1	14	41	9	8	15	5	13	14	13
HMEL037970g1.t1	HMEL037970g1	0	1	0	0	0	0	0	3	0	6	4	2
HMEL037971g1.t1	HMEL037971g1	0	0	0	0	0	0	0	0	0	1	0	3
HMEL004812g1.t1	HMEL004812g1	5	1	1	7	5	2	6	6	10	23	1	6
HMEL004812g3.t1	HMEL004812g3	0	0	0	0	0	0	0	0	0	5	0	2
HMEL004812g4.t1	HMEL004812g4	2	0	2	0	1	2	3	6	9.999	35	14	11.016
HMEL004812g5.t1	HMEL004812g5	0	0	0	0	0	0	0	0	0	0	1	0
HMEL004812g6.t1	HMEL004812g6	11	11	14	18	13	6	4	13	3	27	18	13
HMEL037974g1.t1	HMEL037974g1	29	75	18	54	57	33	55	59	55	70	66	116
HMEL004814g1.t1	HMEL004814g1	0	0	0	0	0	0	0	1	0	0	3	0
HMEL002445g1.t1	HMEL002445g1	0	0	0	0	0	0	0	0	0	0	0	2
HMEL009363g1.t1	HMEL009363g1	100	70	63	82	106	77	7	33	17	40	46	62
HmelUGT34A5.mrna	HmelUGT34A5	2	5	19	9	10	8	3	3	2	3	17	7
HMEL022607-RA	HMEL022607-RA	0	0	0	0	0	0	0	0	0	0	0	0
HMEL030400g1.t1	HMEL030400g1	230	36	206	267	60	215	40	89	32	114	97	189
HMEL037965g1.t1	HMEL037965g1	0	0	0	0	0	0	1	0	0	0	0	0
HMEL013030g1.t1	HMEL013030g1	0	0	0	0	0	0	0	0	0	2	7	2
HMEL013029g1.t1	HMEL013029g1	123	84	266	107	89	246	33	90	25	38	44	114
HMEL005583g1.t1	HMEL005583g1	0	0	0	2	3	0	5	2	4	12	11	7
HMEL037961g1.t1	HMEL037961g1	0	1	2	0	1	2	8	9	3	4	13	4
HMEL037960g1.t1	HMEL037960g1	1	1	0	2	0	0	3	1	0	4	43	1
HMEL037959g1.t1	HMEL037959g1	54	42	211	79	49	186	2	11	6	5	13	20
HMEL004734g1.t1	HMEL004734g1	0	0	0	0	0	0	0	0	0	0	3	0
HMEL037958g1.t1	HMEL037958g1	107	110	41	160	91	54	31	21	19	16	11	34
HMEL004730g1.t2	HMEL004730g1	2	1	1	1	1	1	0	1	2	0	0	0
HMEL004730g1.t1	HMEL004730g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL004726g1.t1	HMEL004726g1	24	26	16	42	9	10	0	6	6	12	0	7
HMEL037955g1.t1	HMEL037955g1	5936.813	4921.739	1459.493	7655.821	5165	1560.182	403.999	194.216	310.134	485.094	750.152	399.037
HMEL037954g1.t1	HMEL037954g1	447	278	165	431	326	182	47	85	25	56	84	109
HMEL038020g1.t1	HMEL038020g1	277	175	175	268	151	171	102	134	128	99	122	239
HMEL038019g1.t1	HMEL038019g1	43.439	0	0	6.821	0	6.738	0	0	0	0	32.573	0
HMEL038019g1.t2	HMEL038019g1	814.561	1024	1015	1172.179	1108	931.262	181	351	165	484	317.427	656
HMEL007641g1.t1	HMEL007641g1	39	33	25	50	34	19	7	15	7	11	23	32
HMEL010043g1.t1	HMEL010043g1	132	136	75	267	139	78	31	50	81	86	146.997	109
HMEL038009g1.t1	HMEL038009g1	710.046	299.428	0	782.93	233.947	154.704	0	127	0	0	0	213
HMEL038009g1.t2	HMEL038009g1	734.954	278.572	284	764.07	234.053	91.296	37	0	42	37	111	0
HMEL038010g1.t1	HMEL038010g1	5	4	1	2	3	3	5	17	36	8.261	8	13
HMEL038070g1.t1	HMEL038070g1	251	252	212	375	261	200	41	66	36	96	122	112
HMEL005100g1.t1	HMEL005100g1	304	211	141	404	255	170	47	67	44	170	120	103
HMEL038053g1.t1	HMEL038053g1	368	424	299	424	501	286	50	90	52	96	93	96
HMEL005095g1.t1	HMEL005095g1	982	901	440	1379	853	410	143	183	156	380	184	206
HMEL038044g1.t1	HMEL038044g1	0	0	0	0	0	0	1	0	1	0	3	0
HMEL005600g1.t1	HMEL005600g1	143	91	99	151	124	95	32	43	39	115	78	95
HMEL007649g1.t1	HMEL007649g1	0	1	1	3	1	1	13	8	7	21.929	5.364	14
HMEL007648g1.t1	HMEL007648g1	124	92	74	143	79	89	14	22	6	21	67	39
HMEL038017g1.t1	HMEL038017g1	428	420	299	591	398	259	51	171	86	177	87	251
HMEL034542g1.t1	HMEL034542g1	2.021	0	2.459	2.922	0	6	0	2.679	0	0	1103.722	2
HMEL038082g1.t1	HMEL038082g1	36	32	51	23	35	43	21	6	18	22	64	19
HMEL038092g1.t1	HMEL038092g1	200	159	81	231	139	95	31	34	45	76.287	89	57
HMEL015584g1.t1	HMEL015584g1	0	1	0	0	0	0	0	0	1	0	0	0
HMEL038090g1.t1	HMEL038090g1	146	133	79	175	138	72	35	66	31	69	96	111
HMEL021872g1.t1	HMEL021872g1	181	185	108	275	156	106	46	168	29	55	121	287
HMEL038007g1.t1	HMEL038007g1	17	11	4	19	9	6	0	5	1	4	0	11
HMEL038087g1.t1	HMEL038087g1	492	243	214	490	229	240	47	105	63	92	78	148
HMEL038079g1.t1	HMEL038079g1	0	0	1	0	0	0	0	1	0	3	6	0
HMEL038081g1.t1	HMEL038081g1	67	62	43	78	55	53	8	19	18	21	12	24
HMEL015587g1.t1	HMEL015587g1	1391	1358	555	1955	1493	500	132	214	171	402	130	329
HMEL015588g1.t1	HMEL015588g1	54	27	5	45	30	6	0	10	1	5	4	6
HMEL015589g1.t1	HMEL015589g1	383	231	228	353	242	257	21	53	56	99	63	95
HMEL038094g1.t1	HMEL038094g1	11	15	9	19	13	2	7	11	0	11	2	0
HMEL038097g1.t1	HMEL038097g1	7	5	8	13	6	4	2	3	0	6	3	3
HMEL015594g1.t1	HMEL015594g1	754	686	491	1064	935	517	109	154	91	256	179	279
HMEL015594g2.t1	HMEL015594g2	750	676	338	952	716	291	118	124	140	345	146	128
HMEL038098g1.t1	HMEL038098g1	259	288	461	414	323	294	42	75	36	45	162	186
HMEL015594g3.t1	HMEL015594g3	7	1	2	0	10	4	0	0	0	0	5	0
HMEL015594g3.t2	HMEL015594g3	0	0	0	10	0	0	0	0	1	1	0	0
HMEL015594g4.t1	HMEL015594g4	0	0	0	0	0	0	0	0	0	1	0	0
HMEL015594g5.t1	HMEL015594g5	0	1	0	1	0	1	0	2.461	0	7	14	10
HMEL038099g1.t1	HMEL038099g1	41	49	18	60	53	13	10	13	6	19	19	22
HMEL015596g1.t1	HMEL015596g1	3538	3941	1369	4536	3756	1229	389	379	337	508	735	558
HMEL015598g1.t1	HMEL015598g1	75	355	329	92	289	323	154	143	125	178	608	296
HMEL038103g1.t1	HMEL038103g1	0	0	0	0	0	0	0	0	0	2	2	0
HMEL038104g1.t1	HMEL038104g1	0	0	0	0	0	0	0	3	1	10.117	9	6.664
HMEL038110g1.t1	HMEL038110g1	0	1	1	2.026	0	0	1.035	5.741	5	9.224	17.035	4.278
HMEL007868g1.t1	HMEL007868g1	44	28	35	38	22	19	3	14	5	14	7	19
HMEL004997g2.t1	HMEL004997g2	41	31	2	76	20	2	0	4	3	2	8	5
HMEL038122g1.t1	HMEL038122g1	44	25	14	44	37	15	7	8	2	11	17.018	21
HMEL038133g1.t1	HMEL038133g1	0	0	0	0	1	5	1	2	0	0	2	2
HMEL038134g1.t1	HMEL038134g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL038138g1.t1	HMEL038138g1	0	0	0	0	0	1	0	2	2	0	6	8
HMEL038141g1.t1	HMEL038141g1	0	0	0	20	7	0	5	0	0	0	114	17.987
HMEL038141g1.t2	HMEL038141g1	9	9	6	0	0	3	0	17	12	20	0	0
HMEL003577g2.t1	HMEL003577g2	50.849	42.598	29.495	152.801	39.454	18.226	22.548	17.787	0	0	0	32.389
HMEL038146g1.t1	HMEL038146g1	1136	417	406	1409	278	271	22	19	16	41	18	23
HMEL004954g1.t1	HMEL004954g1	0	0	0	0	0	0	0	0	0	0	0	0
